,arrest_key,arrest_date,pd_desc,ofns_desc,law_code,law_cat_cd,age_group,perp_sex,perp_race,latitude,longitude,arrest_boro,arrest_precinct,jurisdiction_code
18143,200223913,2019-07-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.64886713300007,-73.95082189999994,K,67,0.0
18153,191756697,2019-01-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.82229848500003,-73.91169413099993,B,42,0.0
18155,192195396,2019-01-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.70766985400007,-73.78771904099995,Q,103,0.0
18176,195841856,2019-04-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.83737635900008,-73.88776092899997,B,42,1.0
18187,201599035,2019-08-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.756594678000056,-73.87560301799994,Q,115,0.0
18234,193309908,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.87144920400005,-73.86715869699998,B,47,0.0
18265,194625468,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.60274595100003,-73.75007786499998,Q,101,0.0
18272,199351258,2019-07-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.65008972100003,-73.96100881399997,K,70,0.0
18285,191751262,2019-01-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.74296235400004,-73.95527424799997,Q,108,0.0
18303,193925548,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.70451983100003,-73.89347040299998,Q,104,0.0
18337,203108830,2019-10-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.69833089400004,-73.91749507299994,K,83,0.0
18362,193301463,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.81111301300007,-73.95234931199997,M,28,0.0
18383,192176599,2019-01-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,45-64,M,WHITE HISPANIC,40.59504356100007,-73.78514244499996,Q,101,0.0
18397,197024824,2019-05-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,F,WHITE HISPANIC,40.81911892900007,-73.91017731399995,B,40,0.0
18417,194438958,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,WHITE HISPANIC,40.88733281800006,-73.84725001299995,B,47,0.0
18444,199388532,2019-07-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.744385116000046,-73.85379943099997,Q,110,0.0
18457,197805086,2019-05-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.82346294600006,-73.94338348199994,M,30,0.0
18491,193661985,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.86402732400006,-73.89340651099997,B,52,0.0
18515,192465496,2019-01-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.59406298000005,-73.96086869299995,K,61,0.0
18521,204230622,2019-10-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.74071565400004,-73.97884750299994,M,13,0.0
18526,197173809,2019-05-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.68962245400007,-73.96014913199997,K,88,0.0
18528,194619644,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.737203099000055,-73.98327259799999,M,13,1.0
18549,191778764,2019-01-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
18606,199890333,2019-07-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.638667594000026,-74.02246340399995,K,68,0.0
18665,204424669,2019-10-31,"ROBBERY,CAR JACKING",ROBBERY,PL 1601003,F,18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,40.63997616800003,-73.99433359499994,K,66,0.0
18683,197325777,2019-05-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
18762,193925535,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.70518457600008,-73.96652735399994,K,90,0.0
18772,202725227,2019-09-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,<18,M,BLACK,40.58849177400003,-73.99000304299994,K,60,0.0
18778,195023647,2019-03-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.81608766100004,-73.89582435399996,B,41,0.0
18782,192578087,2019-01-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,WHITE,40.75889506600004,-73.98483734499996,M,18,0.0
18801,192953644,2019-01-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
18827,203221049,2019-10-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.72906475000008,-73.81102013199995,Q,107,0.0
18830,204822865,2019-11-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,WHITE HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
18850,194180349,2019-03-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.80911538300006,-73.92288828399995,B,40,0.0
18861,192508246,2019-01-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
18978,192376470,2019-01-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.78549489200003,-73.97290387899994,M,20,0.0
18984,205822083,2019-11-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.75954637800004,-73.92019870299998,Q,114,0.0
19008,193881382,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.799665264000055,-73.94719977999995,M,23,2.0
19034,192277838,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,BLACK,40.64886713300007,-73.95082189999994,K,67,0.0
19067,193042182,2019-02-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.83778161800007,-73.91945797099999,B,44,0.0
19101,192420233,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
19116,193110661,2019-02-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.66532145100007,-73.94933189099999,K,71,0.0
19147,192131635,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,ASIAN / PACIFIC ISLANDER,40.602070698000034,-74.00269150899999,K,62,0.0
19186,193519681,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
19194,192919813,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.76956124200007,-73.91536344699995,Q,114,0.0
19196,205745438,2019-11-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.71165067700008,-73.94391129999997,K,90,0.0
19238,195013380,2019-03-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.750664208000046,-73.99086657499998,M,14,6.0
19241,194036454,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE,40.64479800400005,-74.01432523199998,K,72,1.0
19268,192756223,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
19314,205901770,2019-12-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,F,BLACK,40.84413994500005,-73.90038861799997,B,48,0.0
19316,196124534,2019-04-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
19332,193576482,2019-02-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
19333,206710605,2019-12-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,45-64,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
19338,193011099,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.734485480000046,-73.86801268899995,Q,110,0.0
19365,192756228,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.784245303000034,-73.94707117799999,M,19,0.0
19378,194001251,2019-02-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,WHITE HISPANIC,40.655345114000056,-73.95151270399998,K,67,0.0
19384,194871877,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.76956124200007,-73.91536344699995,Q,114,0.0
19424,193446343,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.69571003800007,-73.79329268599997,Q,103,0.0
19445,193061292,2019-02-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.756594678000056,-73.87560301799994,Q,115,0.0
19509,193137227,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.68962245400007,-73.96014913199997,K,88,0.0
19514,198531788,2019-06-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.70381385500008,-73.72906878599997,Q,105,0.0
19516,205115799,2019-11-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.73995439300006,-74.00610000799998,M,6,0.0
19562,192996179,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.82867545800008,-73.94398971599998,M,30,0.0
19574,193636604,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.78450736500002,-73.97548255699996,M,20,0.0
19623,196193944,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.68960040700006,-73.94080714699999,K,79,0.0
19670,194955459,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.85271917500006,-73.82760025499994,B,45,0.0
19726,193415052,2019-02-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.78349989600008,-73.96437917799994,M,22,1.0
19749,194563809,2019-03-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.63068215900006,-73.97355396999995,K,70,0.0
19766,192644329,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
19784,192489521,2019-01-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.82472738700005,-73.91893178899994,B,44,0.0
19824,192619229,2019-01-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
19849,192520077,2019-01-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.64294581500008,-74.00899184799994,K,72,0.0
19871,195598675,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.64454818500008,-74.01466750699996,K,72,0.0
19885,194264007,2019-03-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,18-24,M,BLACK,40.82261237000006,-73.86228817299997,B,43,0.0
19925,192277840,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
19941,192288683,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.68592396700007,-73.92059689799999,K,81,0.0
19978,192042975,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK,40.70148565900007,-73.80790651999996,Q,103,0.0
20023,193435645,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.82547196300004,-73.89294073699995,B,41,0.0
20063,194047977,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK HISPANIC,40.85111163600004,-73.93525591199995,M,34,0.0
20084,192420234,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
20107,192144044,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.87314213500008,-73.85311859199999,B,49,0.0
20125,193735914,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,WHITE HISPANIC,40.57758741600003,-73.97633607099993,K,60,0.0
20146,193630347,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,WHITE HISPANIC,40.77398614800006,-73.94855239899994,M,19,0.0
20187,196023445,2019-04-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE,40.59406298000005,-73.96086869299995,K,61,0.0
20190,194883278,2019-03-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK HISPANIC,40.71781477800005,-73.78489818799994,Q,107,0.0
20195,196658731,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
20216,193490914,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.76049448400005,-73.91057763699996,Q,114,0.0
20231,193364495,2019-02-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.65101399800005,-73.94570651699996,K,67,0.0
20235,192042947,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.85429899600007,-73.90807658799997,B,46,0.0
20269,192178989,2019-01-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.57758741600003,-73.97633607099993,K,60,0.0
20354,192057525,2019-01-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
20363,192318996,2019-01-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
20371,194051204,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.56961193700005,-74.10815662899995,S,122,0.0
20378,205394226,2019-11-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.82867545800008,-73.94398971599998,M,30,0.0
20403,192673235,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.68964821100008,-73.92405412199997,K,81,0.0
20445,193435705,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67258587100008,-73.87326145799994,K,75,2.0
20449,191943054,2019-01-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.80898137500003,-73.94832666999997,M,28,0.0
20475,192029174,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.84413994500005,-73.90038861799997,B,48,0.0
20513,196626422,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.86774525000004,-73.85907448499995,B,49,0.0
20555,192172998,2019-01-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.73621859400004,-73.99098402399994,M,13,0.0
20593,194775575,2019-03-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.75079434000003,-73.93985408299994,Q,114,0.0
20606,194739904,2019-03-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
20677,192116426,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.71552621300003,-74.00123874799993,M,5,0.0
20743,192646596,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
20821,192668290,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE,40.72439804700008,-73.97863621499994,M,9,2.0
20839,193435734,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.73388303300004,-74.00542831099995,M,6,0.0
20877,194738036,2019-03-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,45-64,M,WHITE,40.638667594000026,-74.02246340399995,K,68,0.0
20895,194457320,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
20903,206058062,2019-12-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE HISPANIC,40.80088659200004,-73.96076156699996,M,24,0.0
20936,193084015,2019-02-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE,40.65340384000007,-73.94984909699997,K,67,0.0
20947,192758285,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.70874676600005,-73.80212532099995,Q,107,0.0
20949,193481304,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.665898508000055,-73.95774461199994,K,71,0.0
20959,192751844,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.71552621300003,-74.00123874799993,M,5,0.0
20963,193909545,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.75225953400008,-73.85358002999999,Q,115,0.0
20989,192425354,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.81047604300005,-73.95188015099995,M,28,0.0
20991,193222084,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
20995,192451269,2019-01-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,WHITE HISPANIC,40.82243966900006,-73.86715175299997,B,43,2.0
21039,191910500,2019-01-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
21055,195337683,2019-03-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.66853274500005,-73.89016824799995,K,75,0.0
21057,192700173,2019-01-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
21113,193874975,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.84580405500003,-73.89818136599996,B,48,0.0
21127,194563814,2019-03-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.63068215900006,-73.97355396999995,K,70,0.0
21152,192009565,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.69106345100005,-73.79655247099998,Q,103,0.0
21163,192138411,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.75679820100004,-73.97111078699999,M,17,0.0
21175,194501748,2019-03-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.64112356900006,-74.00371281099996,K,66,0.0
21231,192641816,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.67459999000005,-73.93057482199998,K,77,0.0
21249,193260693,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,WHITE,40.75346407600006,-73.99439974299997,M,14,0.0
21270,194661923,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK HISPANIC,40.73388303300004,-74.00542831099995,M,6,0.0
21275,193232504,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK,40.810398494000026,-73.92489531099994,B,40,0.0
21288,191970461,2019-01-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.84321623700004,-73.93728755699993,M,33,0.0
21296,192949815,2019-01-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.799409497000056,-73.96827506199998,M,24,0.0
21318,194342559,2019-03-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.69536744700008,-73.98324342499996,K,84,0.0
21333,193304706,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,F,BLACK,40.81636614500008,-73.86762631099998,B,43,2.0
21381,195413775,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.83079891400007,-73.82694879599995,B,45,0.0
21396,206544291,2019-12-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
21434,192386957,2019-01-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.76539747500004,-73.98570226399994,M,18,0.0
21485,193088196,2019-02-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.61681282100005,-74.09423949299998,S,120,0.0
21503,195773846,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.82547196300004,-73.89294073699995,B,41,0.0
21519,194638179,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,F,BLACK,40.67322472500007,-73.89138261899996,K,75,0.0
21521,191970507,2019-01-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.762043893000055,-73.82732958099996,Q,109,0.0
21535,193371999,2019-02-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.689405478000026,-73.98111745299997,K,88,0.0
21560,194308212,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
21593,191877027,2019-01-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.839875723000034,-73.93691484699997,M,33,0.0
21656,192644315,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,UNKNOWN,40.76690500600006,-73.96373101899997,M,19,0.0
21661,194001235,2019-02-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.87474772900004,-73.85524844799994,B,47,0.0
21678,192420224,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,WHITE HISPANIC,40.74500029700005,-73.87012832399995,Q,110,0.0
21696,192707746,2019-01-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.602070698000034,-74.00269150899999,K,62,0.0
